app_name,review_text,rating,review_date
Amazon Shopping,Contacting to the amazon customer care is more difficult and getting worse day by day.,1,2025-11-24 16:24:47
Amazon Shopping,"Pathetic Customer Service,Pathetic delivery attempts on office address and Pathetic response from social media escalation as well...at the end there is no one to resolve my issue from last few year's.So whoever doing order in Hiranandani Estate Thane in that zone please don't put order as they have Pathetic delivery issues in that area. And their customer service team just putting calls on hold for long time so that u will frustrate and leave the topic.",1,2025-11-24 16:22:23
Amazon Shopping,సూపర్ పవర్ ఫుల్ ఆప్,5,2025-11-24 16:08:38
Amazon Shopping,very very bad customer service... cant find a help number that is working..,1,2025-11-24 16:01:22
Amazon Shopping,I am the oldest customer but now facing lot of issues from renowned amazon organization.. either I receive torn food packets or missing products everytime I buy. I have to think twice when I buy ... Don't know what happened to amazon. if you are not taking these matters seriously then what will happen to old customers... Top of that customer care number is not working . I press 1 then no response onto my mobile . You should do something .,1,2025-11-24 15:47:33
Amazon Shopping,superb,5,2025-11-24 15:40:14
Amazon Shopping,"Just deleted a good review I wrote to amazon cause it was the biggest mistake. this is the worst app when it comes to delivering items especially from Amazon fresh. I have ordered twice but failed to get delivered both times. I belong to city area but now living in a village because of some circumstances, I thought flipkart amazon would work here as they show serviceable to my pincode unlike zomato Swiggy. so I tried flipkart groceries but they clearly mention no service continue......",2,2025-11-24 15:39:47
Amazon Shopping,"amazon used to be a great service. now they are the worst. If you have any issue with a product, it is impossible to contact customer support. Their help topics and videos mention a ""Chat with us"" or "" Get a call"" but the buttons/ links for these simply don't exist, neither on the app, nor on their website. Rufus is a joke and isn't intended for troubleshooting, I suspect. They have partnered with delivery and pick-up agents who will cancel deliveries and pickups whimsically.",1,2025-11-24 15:37:26
Amazon Shopping,gadariya happy,5,2025-11-24 15:24:43
Amazon Shopping,good,1,2025-11-24 15:23:18
Amazon Shopping,very good,5,2025-11-24 15:20:29
Amazon Shopping,zero star product return policy problem,1,2025-11-24 15:20:24
Amazon Shopping,top class app,5,2025-11-24 15:19:23
Amazon Shopping,cheating customer as some of the items can't be cancelled even after placing order and app is not user friendly,1,2025-11-24 15:18:31
Amazon Shopping,delivered thrash,1,2025-11-24 15:17:32
Amazon Shopping,good company,4,2025-11-24 15:13:14
Amazon Shopping,"Customer care used to help me alot before but now they are complete trash, doesn't even solved my problem of refund and also delivery boy called me for 10 minutes continuously while my hand was busy, and when I was finally free I called him multiple times but he didn't recieve. and he returned the product stating I rejected. what a joke they made of me when I was the one looking forward to it the whole day, and just because I was busy for 10 minutes, he didn't wait or even tried next day.",1,2025-11-24 15:11:26
Amazon Shopping,mast,4,2025-11-24 15:10:48
Amazon Shopping,Order Status shows Delivered but still order not received. Worst services.,1,2025-11-24 14:51:29
Amazon Shopping,good,5,2025-11-24 14:50:20
Amazon Shopping,very bad service. jab aap costumer tak saman deliver nhi kar sakte fir kyu adress accept krte ho,1,2025-11-24 14:47:16
Amazon Shopping,this app soo coul,5,2025-11-24 14:44:37
Amazon Shopping,nice,5,2025-11-24 14:42:22
Amazon Shopping,facilities are so dumb to get refund is so difficult in Amazon what disturbing experience with this app,1,2025-11-24 14:38:37
Amazon Shopping,very nice,5,2025-11-24 14:35:36
Amazon Shopping,very good,5,2025-11-24 14:34:51
Amazon Shopping,Best,5,2025-11-24 14:32:39
Amazon Shopping,good,5,2025-11-24 14:29:35
Amazon Shopping,"worst service ever customer service is hell worst. Everything goes pretty well until you pay. Either they delivers the low quality product or don't deliver the right product. If you want to return the item then real drama starts, that they don't take any responsibility in returning the product their agent just calls you and says i am at pickup point but in real there is no one,then after the agent will not even answer your calls and the Customer care keep saying that we don't have this authority",1,2025-11-24 14:19:00
Amazon Shopping,unable to download from.play store...after installing it immediately gets cancelled.. tried every means.. not possible to instal.. app which was there all of a sudden vanished.. reinstalling not possible pl guide,2,2025-11-24 14:16:45
Amazon Shopping,"Very disappointed recently. Nowadays, Amazon takes too long to get items shipped and thus taking too much time to deliver items even though I subscribed Prime.",1,2025-11-24 14:13:26
Amazon Shopping,good,5,2025-11-24 14:07:18
Amazon Shopping,My experience with Amazon has become untenable for the following reasons: Delivery Process: The service standard has deteriorated sharply; orders are frequently delayed or cancelled unilaterally. Tracking: Shipment updates are now erratic and cannot be trusted. Customer Support: This is the worst support experience in the online shopping sector. The team is never helpful and refuses to resolve valid escalations. Pricing: The value proposition is gone. Products are consistently overpriced,1,2025-11-24 14:04:36
Amazon Shopping,this is waste app..... don't buy anything in this app this company cheating me.....,1,2025-11-24 13:51:43
Amazon Shopping,Thank,5,2025-11-24 13:50:55
Amazon Shopping,super speed,5,2025-11-24 13:31:03
Amazon Shopping,good product,5,2025-11-24 13:13:04
Amazon Shopping,I have ordered mosquito repellent band but received the empty package I have already paid for that what is this service don't u guys have any authenticity for a solution always keeping calls on hold for hours,1,2025-11-24 13:12:53
Amazon Shopping,i get everything I need in this app,5,2025-11-24 13:11:04
Amazon Shopping,slowed,3,2025-11-24 13:04:44
Amazon Shopping,cash on delivery option is not available on my location 😭😭,1,2025-11-24 12:58:20
Amazon Shopping,"All guys be watchful with ""Pay Later"" service. The order placed when the Amazon App was not even installed on my phone. I received the message & installed the app to confirm. Yes the order was placed and there was no cancellation option. Customer care saying, I or my family availed it. I live with old parents, the phone was with me, the app was not installed. Still order placed. I had to pay deducted money to unsubscribe the ""pay later"" and they are taking 10 days. Is it internal fraud?",1,2025-11-24 12:57:07
Amazon Shopping,good,5,2025-11-24 12:57:03
Amazon Shopping,"This is the worst app , I have ever used, they neither respond to your query or their customer support is not allowed to contact you. very disappointing.",1,2025-11-24 12:56:45
Amazon Shopping,very nice app for all human it is not a app but a resource,3,2025-11-24 12:56:14
Amazon Shopping,froud item selling,1,2025-11-24 12:41:14
Amazon Shopping,"no repayment , worse delivery",1,2025-11-24 12:39:32
Amazon Shopping,scam app hai,1,2025-11-24 12:34:06
Amazon Shopping,Amazon so beautiful and thankfull Support online payment Shopping,5,2025-11-24 12:28:04
Amazon Shopping,very good app,5,2025-11-24 12:22:21
Amazon Shopping,Today i realised how Amazon big this much big company. This is a beggar's company. I bought one product and requested for return but almost 1.5 months it not picked up and Amazon mentioned that i should courier to seller but previously it mentioned that in this week not picked up then auto refund will be initiated. If i courier to seller then who will give me courier money? Finally my 1300/- eaten by Amazon.,1,2025-11-24 12:19:01
Amazon Shopping,good,5,2025-11-24 12:16:51
Amazon Shopping,"Very inefficient system of delivery, pickup, refund. They are looters. Not refunding my money for the order they have cancelled and asking me to wait for seller reply. order was cancelled by Amazon and asking me to wait for seller reply",1,2025-11-24 12:04:40
Amazon Shopping,"Amazon team, I order a product on 15 Nov and today is 24 nov, order date was 23 but I waited a whole day for this, order is not delivered still today I'm Aashish kumar and I am not satisfied with this type of service",1,2025-11-24 11:54:26
Amazon Shopping,nice,2,2025-11-24 11:27:42
Amazon Shopping,good,5,2025-11-24 11:22:39
Amazon Shopping,this app is very helpful for amazon seller this app is very easy so download this app and start your journey. thank you for amazon for this app,5,2025-11-24 11:20:51
Amazon Shopping,its high time for amazon to close their operations in india if they cant handle customers.... Third Grade......,1,2025-11-24 11:16:13
Amazon Shopping,very good 👍,5,2025-11-24 11:15:06
Amazon Shopping,good,1,2025-11-24 11:06:33
Amazon Shopping,ok,5,2025-11-24 10:54:24
Amazon Shopping,"The Amazon app itself is good and offers N number of products, but the there is issue with the after sales service. In the recent updates, they have hidden 'chat with us' and 'call me' options from the app and made impossible to reach the support. 1 day delivery items are rarely getting delivered on the next day and has become a joke. The delivery guys are unprofessional (also kaamchor), they're giving missed call for less than 1 second and then marking the items undeliverable.",2,2025-11-24 10:52:21
Amazon Shopping,super app,5,2025-11-24 10:50:50
Amazon Shopping,"am extremely disappointed with the service quality. This has happened multiple times: Delivery to the wrong address even after providing the correct details. Rude behavior from delivery staff, followed by repeated “sorry sir” without any real solution. No proper customer support even after raising complaints. No benefits or compensation, despite delays, errors, and inconvenience. Although I have taken the premium subscription, I still do not receive any vouchers, benefits, or priority service.",1,2025-11-24 10:49:51
Amazon Shopping,"I don't even want to open the amazon app. slowest Ecom app in this world. UI/UX is so bad and outdated compared other apps like flipkart/meesho. if you fix the app frontend UI UX , flipkart will die in india ngl",1,2025-11-24 10:48:57
Amazon Shopping,delivery boy refused to deliver at my place,1,2025-11-24 10:48:38
Amazon Shopping,nice app,5,2025-11-24 10:48:21
Amazon Shopping,"It's been more than a month since I ordered a Laptop, still your team is saying it would take 10-15 days ... seriously? payment is already done so now I can't even order it from anywhere else Really disappointed",2,2025-11-24 10:47:15
Amazon Shopping,nice,5,2025-11-24 10:36:24
Amazon Shopping,good,3,2025-11-24 10:32:43
Amazon Shopping,Amazon is getting worse day by day,1,2025-11-24 10:27:48
Amazon Shopping,best,5,2025-11-24 10:23:42
Amazon Shopping,poor service it's take to much time for delivery not response for any one for any issue its only show date it's come delivery today or tomorrow but not response any one it's already take 10 days for delivery and no update,1,2025-11-24 10:22:10
Amazon Shopping,very bad experience order cancel,1,2025-11-24 10:07:49
Amazon Shopping,not opening,1,2025-11-24 10:06:29
Amazon Shopping,very bad delivery system. commitment date and time of delivery regularly failed for prime customers also. It becomes worse day by day,1,2025-11-24 10:02:21
Amazon Shopping,super,1,2025-11-24 10:02:05
Amazon Shopping,good,5,2025-11-24 09:58:33
Amazon Shopping,delivery delay not customer certification and not good services,1,2025-11-24 09:52:22
Amazon Shopping,Nice,5,2025-11-24 09:27:43
Amazon Shopping,re-registration issue for amazon pay link 😕,2,2025-11-24 09:21:40
Amazon Shopping,for u,3,2025-11-24 09:20:58
Amazon Shopping,"it's an American company so please don't use it. use Indian companies like- , meesho,tata , shopsy , Flipkart etc",1,2025-11-24 09:14:50
Amazon Shopping,"Totally unprofessional service by Amazon, giving wrong updates , cheating customers. there is now no diffrence between amazon and flipkart service",1,2025-11-24 09:12:38
Amazon Shopping,સરશ,5,2025-11-24 09:10:51
Amazon Shopping,super,5,2025-11-24 09:06:40
Amazon Shopping,good,5,2025-11-24 09:05:57
Amazon Shopping,thank you,5,2025-11-24 09:02:13
Amazon Shopping,nice,5,2025-11-24 09:00:59
Amazon Shopping,Very Worse Service.... I did an online payment for the product but I didn't get it... It's showing delivered... after calling customer care of amazon they said they can't do anything on this.... Very Worse Service,1,2025-11-24 08:59:14
Amazon Shopping,"the worst of the worst delivery service I have never seen this kind of service in my life can't even able to deliver small items at mentioned date and too late sometimes it gets cancelled I am really annoyed, this is worst. coustomer service is good. but this whole delivery thisg is worst.",2,2025-11-24 08:49:30
Amazon Shopping,"Amazon is a fraud, don't buy digigold from them. they are not returning my money",1,2025-11-24 08:32:42
Amazon Shopping,"I've ordered an Asus vivobook 16 laptop from Amazon on 22nd November and after i placed the order they told it will be delivered at 23rd November. When I started to track my laptop it showed that ""We're Facing Problem"" and said if by 25th of November the laptop has not been delivered please contact the Amazon services. So I waited till the next day and after i saw the they're telling that we will refund your amount but laptop won't come...So Amazon started taking there own decision. Hate you.",1,2025-11-24 08:13:54
Amazon Shopping,"There is no contact customer service directly, you always divert customers to pre defined answers and/or sellers. Here no one is available to listen to customers concerns. Really disappointed with Amazon.",1,2025-11-24 07:57:50
Amazon Shopping,Amazon ma month ma 1 time Amazon gift card offer kiu nahi mil raha ha... Amazon ma shoping or bill payment hoga ki nahi...,1,2025-11-24 07:47:27
Amazon Shopping,goooooooood,5,2025-11-24 07:40:23
Amazon Shopping,"last 2 months very poor delivery services, 70 % orders received damaged or spoilt.",3,2025-11-24 07:34:10
Amazon Shopping,worst customer support from amazon the product is not delivered but status shows the item delivered to the resident.. no support from customer care they did not provide a number. do not order from this worst support app. Don't lose your money,1,2025-11-24 07:26:48
Amazon Shopping,some delivery issus,4,2025-11-24 07:22:51
Amazon Shopping,super,5,2025-11-24 06:34:05
Amazon Shopping,ok,1,2025-11-24 06:02:52
Amazon Shopping,good,5,2025-11-24 05:58:36
Amazon Shopping,it is an wonderful app who is interest in online shopping,5,2025-11-24 05:55:38
Amazon Shopping,forced to write this..what is the point of removing the customer support chart and call options..how to contact customer support for the issues with Amazon?,1,2025-11-24 03:49:30
Amazon Shopping,i love this amazon,5,2025-11-24 03:29:28
Amazon Shopping,"worst app, it stopped even low by placing marketplace fee",1,2025-11-24 02:42:26
Amazon Shopping,i wrote 7 reviews and was not told a joke. this is unacceptable.,1,2025-11-24 02:10:36
Amazon Shopping,Amazon good app,5,2025-11-24 01:11:53
Amazon Shopping,Wast experience I new for amazon 1st I order in online received diffrent product with without inner box and cover I rises replacement option but amazon not giving replacement I dont know how to connect customer care wast app never buy again in amazon,1,2025-11-24 00:51:01
Amazon Shopping,more useful than before.,5,2025-11-23 23:38:41
Amazon Shopping,good,5,2025-11-23 23:38:13
Amazon Shopping,okay,5,2025-11-23 23:32:56
Amazon Shopping,nice 👍 bhai,4,2025-11-23 23:25:05
Amazon Shopping,good bazaar app,5,2025-11-23 23:22:51
Amazon Shopping,Very bed experience mene jacket odar kiya frod odar bhej diya aur return Kiya tu paise bhi nahi diye abhi tak bhot bekar jo odar cash kare aur dekh hi le bhot frod kar ye log paise wapis nahi kar rahe return le liya paise bhi nahi diye,1,2025-11-23 23:11:53
Amazon Shopping,rate was very high instead of tis use flipkart or neeshu,1,2025-11-23 23:08:21
Amazon Shopping,Now a days products are not getting delivered but shows delivered on application. On complaint they ask to wait for 2 days for resolution. Than they provide resolution and ask to wait for 13 days for refund. Customer has to wait 15 to 17 days before they get their money back. And that also without their fault. No help from customer care people. This is treatment from Amazon even after being Prime member. Is amazon trying to make money the wrong way? Very disappointing.,1,2025-11-23 22:52:25
Amazon Shopping,nice collection,5,2025-11-23 22:50:43
Amazon Shopping,nice,5,2025-11-23 22:50:00
Amazon Shopping,good,5,2025-11-23 22:49:51
Amazon Shopping,very good service,5,2025-11-23 22:45:18
Amazon Shopping,good,5,2025-11-23 22:45:04
Amazon Shopping,it is just a scam app. don't order from them .I ordered one wardrobe from them my order was prepaid. they haven't delivered the product to me and mark the product as delivered and when I raise query they just close my query without any resolution they just scammed people,1,2025-11-23 22:34:24
Amazon Shopping,good,4,2025-11-23 22:29:05
Amazon Shopping,I am very disappointed by Amazon . I paid the amount in advance that was my mistake. I got a message that my item. has been delivered. I still couldn't get my ordered item. Customer care is not at all satisfactory.,1,2025-11-23 22:26:38
Amazon Shopping,Good,4,2025-11-23 22:07:13
Amazon Shopping,worst experience ever they say my product is delivered and I didn't get the product and they are not even trying to take take any action,1,2025-11-23 22:05:29
Amazon Shopping,Good,5,2025-11-23 21:53:00
Amazon Shopping,worst app for recharge,1,2025-11-23 21:44:25
Amazon Shopping,"I bought one colour protecting shampoo from matrix 435rs, I sent this for my mother, through amazon only. But that shampoo did not reached so I asked them to refund.spoken to customer care executive, she said I will get the amount within three days. I got the mail also. It's been more dan one week now.amazon is become the most disgusting platform now.no other platform in India keeping large scale of products, that is why they are with their notorious mindset to harrass the customer",1,2025-11-23 21:43:08
Amazon Shopping,very good app,5,2025-11-23 21:41:29
Amazon Shopping,"Avoid buying from Amazon.Shows delivery details and when 1/2 days remains for delivery and you are waiting for it, orders get cancelled by themselves without any reason.Again same problem with me.... Shows unable to deliver due to incorrect address but LG TV delivered and all other orders returned.If address is incorrect then how TV get delivered?",1,2025-11-23 21:40:55
Amazon Shopping,good,5,2025-11-23 21:40:10
Amazon Shopping,nice,1,2025-11-23 21:36:31
Amazon Shopping,very bad,1,2025-11-23 21:31:41
Amazon Shopping,nice,5,2025-11-23 21:30:34
Amazon Shopping,This is very good for use,5,2025-11-23 21:29:19
Amazon Shopping,"Becoming worst day by day.They are not providing delivery on time in spite of being prime customer. Updating the incorrect reason as delivery delay and the reason blames customer.One of the delivery delay reason updated by them is ""customer has updated the incorrect address"" where as onto the same address they have delivered 20+ items already.wondering how all of a sudden my address has become incorrect. Reached out to customer care for the same but they are not at all helpful..",1,2025-11-23 21:25:30
Amazon Shopping,very good,5,2025-11-23 21:25:12
Amazon Shopping,good,5,2025-11-23 21:16:25
Amazon Shopping,"Worst app, after taking subscription it never delivers in single day very no use for subscription",1,2025-11-23 21:14:43
Amazon Shopping,Bad delivery service pls close this Amazon app😡😡,1,2025-11-23 21:13:39
Amazon Shopping,Nice shoping app,5,2025-11-23 21:08:14
Amazon Shopping,amazing,5,2025-11-23 21:05:21
Amazon Shopping,worst app to much rate best flipkart and meesho. amazon is to much commesion take so the prize is high bad app dont use.,1,2025-11-23 21:02:18
Amazon Shopping,Now it is worst app for shopping. dont expect the delivery on time. even they are not able to answer too when you will get the product. even the next day prepaid delivery product and i am prime member also and product not delivered. last time to diwali wala product chhath puja par bhi nahi mila.,1,2025-11-23 20:59:18
Amazon Shopping,Awsome,5,2025-11-23 20:52:49
Amazon Shopping,nice,4,2025-11-23 20:51:13
Amazon Shopping,pefect,5,2025-11-23 20:48:25
Amazon Shopping,they fool in return items . they will take ur payment in cash and online and while refund they will give u gift card. but will return ur money. biggest cheater stop using Amazon.and customer care is not at all helpful,1,2025-11-23 20:47:23
Amazon Shopping,bahut hi badhiya hai bhai Yahan per se aap Kuchh Bhi batao,5,2025-11-23 20:46:55
Amazon Shopping,"where is my stuff?no call ,no contact my stuff shows delivered how? delivery service is very poor, even I pay extra to get my stuff asap.",1,2025-11-23 20:43:47
Amazon Shopping,बेस्ट,5,2025-11-23 20:37:35
Amazon Shopping,ok ok,3,2025-11-23 20:30:54
Amazon Shopping,very nice app,5,2025-11-23 20:30:43
Amazon Shopping,"I had ordered several items from Amazon, and except for one item, all others were delivered to me. When I complained to Amazon about this, they refused to take responsibility. From now on, I will have to think twice before ordering anything, because I am no longer sure whether Amazon will actually deliver my item or not. This experience has completely shaken my trust, and it’s unfortunate that a platform as big as Amazon can fail its customers in such a disappointing way.",1,2025-11-23 20:29:21
Amazon Shopping,Happy app,4,2025-11-23 20:20:13
Amazon Shopping,👍,5,2025-11-23 20:16:31
Amazon Shopping,🙂,4,2025-11-23 20:06:53
Amazon Shopping,The product I want is so much higher than the product price in India,3,2025-11-23 19:59:05
Amazon Shopping,very good app. Really i like this app,5,2025-11-23 19:58:55
Amazon Shopping,😃,5,2025-11-23 19:55:08
Amazon Shopping,ispar mene ek oder kiya tha par wo product galat aaya or usko return Kiya to abhi tak koi response nhi mila or nhi mere paise,1,2025-11-23 19:47:11
Amazon Shopping,nice 🙂,5,2025-11-23 19:45:34
Amazon Shopping,very poor custmer care services,1,2025-11-23 19:41:07
Amazon Shopping,Amazon apps shopping ke liye best application. ( nice 👍 ),5,2025-11-23 19:38:29
Amazon Shopping,Nice,5,2025-11-23 19:33:54
Amazon Shopping,the things is very expensive 😕,3,2025-11-23 19:25:27
Amazon Shopping,ok,5,2025-11-23 19:11:48
Amazon Shopping,सुंदर,4,2025-11-23 19:10:33
Amazon Shopping,Never Shop frm ths app Mere dinner set order kiya jo mgaya tha same nh tha isliye return kiya ... Na pese refund kiye aur nh dinner set aaya kisi bhi custom care se bhi bat nh ho paye Tweet bhi kiya pr kuch nh hua abhi tk @AmazonIndia,1,2025-11-23 19:05:00
Amazon Shopping,good,4,2025-11-23 19:00:36
Amazon Shopping,good,4,2025-11-23 18:55:11
Amazon Shopping,"In Amazon, some of the products are low in quality which i received",1,2025-11-23 18:55:09
Amazon Shopping,यह कंपनी फ्रॉड करती है इस कंपनी से सामान मांगते समय कभी वे ऑनलाइन पेमेंट ना करना कैश ऑन डिलीवरी की पेमेंट करना नहीं तो आपके साथ भी फ्रॉड हो जाएगा समान भेजेंगे नहीं और आप को डिलीवरी दिखा दिया जाएगा फिर आप की कोई सुनने वाला नहीं है,1,2025-11-23 18:53:22
Amazon Shopping,nice app,5,2025-11-24 18:36:34
Amazon Shopping,"never use this app all the agents are scammer and if you will ever face a problem then know your problem won't be solved, bunches of scammer",1,2025-11-24 18:36:18
Amazon Shopping,Worst it doesn't work at crt time,1,2025-11-24 18:33:12
Amazon Shopping,wow,5,2025-11-24 18:32:44
Amazon Shopping,I hate you amazon,1,2025-11-24 18:21:52
Amazon Shopping,managing this app is getting worse,1,2025-11-24 18:19:02
Amazon Shopping,"“I’m seriously frustrated with this app. I got the wrong item twice, even in replacement. If sellers can’t send the correct product, fix the system or remove them.”",1,2025-11-24 18:06:44
Amazon Shopping,I like amazing,5,2025-11-24 18:05:13
Amazon Shopping,good,5,2025-11-24 18:01:02
Amazon Shopping,good,5,2025-11-24 18:00:52
Amazon Shopping,apart from hdfc bank they dont accept any other credit card i want to purchase nescafe sunrise 1kg but no option for icici bank credit card only hdfc is accepted on all products or amazon pay,1,2025-11-24 17:57:30
Amazon Shopping,ok,3,2025-11-24 17:53:13
Amazon Shopping,"Not given services properly, customer care also not reachable",1,2025-11-24 17:49:58
Amazon Shopping,good,5,2025-11-24 17:46:38
Amazon Shopping,"customer service is getting worse day by day, there is no option to connect with customer care, amazon is not useful now",1,2025-11-24 17:43:27
Amazon Shopping,not cash on delivery 😔😔,5,2025-11-24 17:39:21
Amazon Shopping,"I ordered twice from this app and both the times the delivery man was not picking the call, they give service number which keeps on showing busy . I would prefer other apps like flipkart which value their customers time",1,2025-11-24 17:34:44
Amazon Shopping,"Don't order the product using a prepaid method. Two weeks ago, I ordered one product, and after some time, the status suddenly showed that the product was delivered. I never received the product. When I reached out to Amazon customer support, they told me they were unable to help me with this issue. In this way, I lost my money to Amazon without getting anything in return.",1,2025-11-24 17:30:26
Amazon Shopping,fake platform. not refund long time maxim 20 days refund installation,1,2025-11-24 17:19:13
Amazon Shopping,improve,5,2025-11-24 17:18:01
Amazon Shopping,very bad service of amazon for regarding of product return no specialist team have the answer they cut the chat.what the use of prime membership,1,2025-11-24 17:05:40
Amazon Shopping,very very very bad product .alla are fake . cheap 😡,1,2025-11-24 17:05:19
Amazon Shopping,good shop quality nice,4,2025-11-24 16:52:36
Amazon Shopping,"Worst service. It showed delivery today, but it was not delivered and there are no updates.",1,2025-11-24 16:44:49
Amazon Shopping,This is a pathetic app. They don't give any option to contact customer service agent...... i have been waiting for my parcel since morning... wanted to contact delivery agent but they didn't provide his contact number. They just give tension to their customers nothing else.,2,2025-11-24 16:41:32
Amazon Shopping,Contacting to the amazon customer care is more difficult and getting worse day by day.,1,2025-11-24 16:24:47
Amazon Shopping,"Pathetic Customer Service,Pathetic delivery attempts on office address and Pathetic response from social media escalation as well...at the end there is no one to resolve my issue from last few year's.So whoever doing order in Hiranandani Estate Thane in that zone please don't put order as they have Pathetic delivery issues in that area. And their customer service team just putting calls on hold for long time so that u will frustrate and leave the topic.",1,2025-11-24 16:22:23
Amazon Shopping,సూపర్ పవర్ ఫుల్ ఆప్,5,2025-11-24 16:08:38
Amazon Shopping,very very bad customer service... cant find a help number that is working..,1,2025-11-24 16:01:22
Amazon Shopping,I am the oldest customer but now facing lot of issues from renowned amazon organization.. either I receive torn food packets or missing products everytime I buy. I have to think twice when I buy ... Don't know what happened to amazon. if you are not taking these matters seriously then what will happen to old customers... Top of that customer care number is not working . I press 1 then no response onto my mobile . You should do something .,1,2025-11-24 15:47:33
Amazon Shopping,superb,5,2025-11-24 15:40:14
Amazon Shopping,"Just deleted a good review I wrote to amazon cause it was the biggest mistake. this is the worst app when it comes to delivering items especially from Amazon fresh. I have ordered twice but failed to get delivered both times. I belong to city area but now living in a village because of some circumstances, I thought flipkart amazon would work here as they show serviceable to my pincode unlike zomato Swiggy. so I tried flipkart groceries but they clearly mention no service continue......",2,2025-11-24 15:39:47
Amazon Shopping,"amazon used to be a great service. now they are the worst. If you have any issue with a product, it is impossible to contact customer support. Their help topics and videos mention a ""Chat with us"" or "" Get a call"" but the buttons/ links for these simply don't exist, neither on the app, nor on their website. Rufus is a joke and isn't intended for troubleshooting, I suspect. They have partnered with delivery and pick-up agents who will cancel deliveries and pickups whimsically.",1,2025-11-24 15:37:26
Amazon Shopping,gadariya happy,5,2025-11-24 15:24:43
Amazon Shopping,good,1,2025-11-24 15:23:18
Amazon Shopping,very good,5,2025-11-24 15:20:29
Amazon Shopping,zero star product return policy problem,1,2025-11-24 15:20:24
Amazon Shopping,top class app,5,2025-11-24 15:19:23
Amazon Shopping,cheating customer as some of the items can't be cancelled even after placing order and app is not user friendly,1,2025-11-24 15:18:31
Amazon Shopping,delivered thrash,1,2025-11-24 15:17:32
Amazon Shopping,good company,4,2025-11-24 15:13:14
Amazon Shopping,"Customer care used to help me alot before but now they are complete trash, doesn't even solved my problem of refund and also delivery boy called me for 10 minutes continuously while my hand was busy, and when I was finally free I called him multiple times but he didn't recieve. and he returned the product stating I rejected. what a joke they made of me when I was the one looking forward to it the whole day, and just because I was busy for 10 minutes, he didn't wait or even tried next day.",1,2025-11-24 15:11:26
Amazon Shopping,mast,4,2025-11-24 15:10:48
Amazon Shopping,Order Status shows Delivered but still order not received. Worst services.,1,2025-11-24 14:51:29
Amazon Shopping,good,5,2025-11-24 14:50:20
Amazon Shopping,very bad service. jab aap costumer tak saman deliver nhi kar sakte fir kyu adress accept krte ho,1,2025-11-24 14:47:16
Amazon Shopping,this app soo coul,5,2025-11-24 14:44:37
Amazon Shopping,nice,5,2025-11-24 14:42:22
Amazon Shopping,facilities are so dumb to get refund is so difficult in Amazon what disturbing experience with this app,1,2025-11-24 14:38:37
Amazon Shopping,very nice,5,2025-11-24 14:35:36
Amazon Shopping,very good,5,2025-11-24 14:34:51
